track_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Artist
Circles,1,2019,8,30,19664,16,2132335812.0,391,73,633.0,3,37.0,120,C#,Major,70,59,75,24,0,9,4,Post Malone
Circo Loco,2,2022,11,4,1794,0,141720999.0,26,9,17.0,0,3.0,104,C#,Major,73,25,61,1,0,32,7,Drake
Circo Loco,2,2022,11,4,1794,0,141720999.0,26,9,17.0,0,3.0,104,C#,Major,73,25,61,1,0,32,7,21 Savage
City of Gods,3,2022,2,11,2096,0,107255472.0,34,3,30.0,0,0.0,147,G#,Minor,47,50,80,10,0,32,38,Kanye West
City of Gods,3,2022,2,11,2096,0,107255472.0,34,3,30.0,0,0.0,147,G#,Minor,47,50,80,10,0,32,38,Alicia Keys
City of Gods,3,2022,2,11,2096,0,107255472.0,34,3,30.0,0,0.0,147,G#,Minor,47,50,80,10,0,32,38,Fivio Foreign
Classy 101,2,2023,3,31,2610,40,335222234.0,43,100,54.0,14,187.0,100,B,Major,86,67,66,14,0,12,16,Feid
Classy 101,2,2023,3,31,2610,40,335222234.0,43,100,54.0,14,187.0,100,B,Major,86,67,66,14,0,12,16,Young Miko
Closer,2,2016,5,31,28032,0,2591224264.0,315,159,36.0,0,44.0,95,G#,Major,75,64,52,41,0,11,3,The Chainsmokers
Closer,2,2016,5,31,28032,0,2591224264.0,315,159,36.0,0,44.0,95,G#,Major,75,64,52,41,0,11,3,Halsey
Coco Chanel,2,2023,3,17,1962,38,250305248.0,28,89,29.0,5,82.0,150,D,Major,68,14,76,4,0,10,4,Bad Bunny
Coco Chanel,2,2023,3,17,1962,38,250305248.0,28,89,29.0,5,82.0,150,D,Major,68,14,76,4,0,10,4,Eladio Carrion
Cold Heart - PNAU Remix,3,2017,11,10,21097,52,1605224506.0,384,135,36.0,37,312.0,116,C#,Major,80,92,80,4,0,10,3,Dua Lipa
Cold Heart - PNAU Remix,3,2017,11,10,21097,52,1605224506.0,384,135,36.0,37,312.0,116,C#,Major,80,92,80,4,0,10,3,Elton John
Cold Heart - PNAU Remix,3,2017,11,10,21097,52,1605224506.0,384,135,36.0,37,312.0,116,C#,Major,80,92,80,4,0,10,3,Pnau
Columbia,1,2023,7,7,714,43,58149378.0,25,89,30.0,13,194.0,100,F,Major,67,26,71,37,0,11,4,Quevedo
"Come Back Home - From ""Purple Hearts""",1,2022,7,12,367,0,97610446.0,28,67,195.0,0,0.0,145,G,Major,56,43,53,24,0,12,4,Sofia Carson
Con La Brisa,2,2022,11,4,486,0,71095708.0,8,1,7.0,0,0.0,114,D,Minor,62,25,44,51,33,14,3,Ludwig Goransson
Con La Brisa,2,2022,11,4,486,0,71095708.0,8,1,7.0,0,0.0,114,D,Minor,62,25,44,51,33,14,3,Foudeqush
Conceited,1,2022,12,9,899,0,56870689.0,2,14,2.0,0,0.0,150,C#,Major,79,77,46,5,0,11,7,SZA
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,2,2023,4,30,385,4,77233241.0,17,7,41.0,1,29.0,117,F#,Minor,77,69,58,39,0,26,5,Rich The Kid
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,2,2023,4,30,385,4,77233241.0,17,7,41.0,1,29.0,117,F#,Minor,77,69,58,39,0,26,5,Matuï¿
Contection,2,2020,1,16,6955,0,1180896317.0,65,45,398.0,0,1.0,166,A#,Minor,81,83,75,14,0,29,34,GODZZ__-
Contection,2,2020,1,16,6955,0,1180896317.0,65,45,398.0,0,1.0,166,A#,Minor,81,83,75,14,0,29,34,Zakaria
Cool for the Summer,1,2015,1,1,9243,0,677389855.0,155,5,577.0,0,6.0,114,F,Minor,59,30,62,1,0,8,4,Demi Lovato
Cooped Up (with Roddy Ricch),2,2022,5,12,2942,0,271666301.0,42,28,43.0,0,0.0,125,C#,Major,50,39,78,4,0,11,33,Post Malone
Cooped Up (with Roddy Ricch),2,2022,5,12,2942,0,271666301.0,42,28,43.0,0,0.0,125,C#,Major,50,39,78,4,0,11,33,Roddy Ricch
Count Me Out,1,2022,5,13,2729,0,126191104.0,3,7,13.0,0,1.0,134,G,Major,78,51,43,69,0,14,9,Kendrick Lamar
Counting Stars,1,2013,1,1,29215,43,2011464183.0,179,97,36.0,11,153.0,122,C#,Minor,66,48,71,6,0,12,4,OneRepublic
Crazy What Love Can Do,3,2022,3,18,5290,0,286739476.0,139,73,142.0,0,5.0,123,E,Minor,60,46,71,3,0,16,4,David Guetta
Crazy What Love Can Do,3,2022,3,18,5290,0,286739476.0,139,73,142.0,0,5.0,123,E,Minor,60,46,71,3,0,16,4,Ella Henderson
Crazy What Love Can Do,3,2022,3,18,5290,0,286739476.0,139,73,142.0,0,5.0,123,E,Minor,60,46,71,3,0,16,4,Becky Hill
Creep,1,1992,9,21,36724,7,1271293243.0,146,72,36.0,5,80.0,92,G,Major,53,12,34,1,0,12,4,Radiohead
Creepin',3,2022,12,2,6036,88,843957510.0,113,149,245.0,23,27.0,98,C#,Minor,71,17,61,36,0,8,5,The Weeknd
Creepin',3,2022,12,2,6036,88,843957510.0,113,149,245.0,23,27.0,98,C#,Minor,71,17,61,36,0,8,5,21 Savage
Creepin',3,2022,12,2,6036,88,843957510.0,113,149,245.0,23,27.0,98,C#,Minor,71,17,61,36,0,8,5,Metro Boomin
Crown,1,2022,5,13,1493,0,42485571.0,2,0,10.0,0,0.0,170,C#,Minor,37,14,24,80,0,11,4,Kendrick Lamar
Cruel Summer,1,2019,8,23,7858,100,800840817.0,116,207,125.0,12,548.0,170,A,Major,55,58,72,11,0,11,15,Taylor Swift
Cupid,1,2023,2,24,526,10,139681964.0,15,93,30.0,0,320.0,120,D,Major,77,94,66,65,0,38,3,Fifty Fifty
Cupid - Twin Ver.,1,2023,2,24,2942,77,496795686.0,91,212,78.0,6,0.0,120,B,Minor,78,76,59,43,0,34,3,Fifty Fifty
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,1,1997,1,1,472,2,103762518.0,0,0,6.0,0,0.0,144,F,Major,74,75,73,42,0,9,4,sped up 8282
Cupido,1,2023,2,14,1240,24,217672943.0,51,29,63.0,4,54.0,120,A,Major,91,63,58,52,0,31,22,Tini
Curtains,1,2023,5,5,715,0,39893489.0,37,3,27.0,0,50.0,176,F#,Minor,50,44,76,10,0,32,5,Ed Sheeran
Cï¿½ï¿½,1,2021,6,25,2636,3,465959382.0,36,82,39.0,0,5.0,102,A,Minor,77,26,63,58,0,11,5,Rauw Alejandro
DANCE CRIP,1,2021,11,17,731,0,198883004.0,14,14,24.0,0,4.0,106,C#,Major,86,86,79,11,0,8,9,Trueno
DANï¿½ï¿½A,2,2022,2,1,911,2,208166039.0,45,0,99.0,1,1.0,135,A,Minor,78,55,57,4,0,10,8,Mc Pedrinho
DANï¿½ï¿½A,2,2022,2,1,911,2,208166039.0,45,0,99.0,1,1.0,135,A,Minor,78,55,57,4,0,10,8,Pedro Sampaio
DARARI,1,2022,2,15,328,0,182978249.0,10,21,7.0,0,9.0,85,C#,Major,72,55,64,49,0,7,4,Treasure
DESPECHï¿,1,2022,7,28,7613,33,782369383.0,180,90,422.0,15,55.0,130,G,Major,92,78,62,18,0,6,10,ROSALï¿½
DOGTOOTH,2,2023,3,27,1479,0,80758350.0,23,0,18.0,0,33.0,78,G#,Major,71,80,65,51,0,22,32,Tyler
DOGTOOTH,2,2023,3,27,1479,0,80758350.0,23,0,18.0,0,33.0,78,G#,Major,71,80,65,51,0,22,32,The Creator
Daddy Issues,1,2015,10,30,9771,4,1127468248.0,42,70,384.0,0,3.0,85,A#,Major,59,33,52,7,15,12,3,The Neighbourhood
Dakiti,2,2020,10,30,11215,21,1763363713.0,189,166,525.0,9,25.0,110,E,Minor,73,14,57,40,0,11,5,Bad Bunny
Dakiti,2,2020,10,30,11215,21,1763363713.0,189,166,525.0,9,25.0,110,E,Minor,73,14,57,40,0,11,5,Jhay Cortez
Dance Monkey,1,2019,5,10,24529,0,2864791672.0,533,167,36.0,6,2.0,98,F#,Minor,82,54,59,69,0,18,10,Tones and I
Dance The Night (From Barbie The Album),1,2023,5,25,2988,101,127408954.0,0,0,143.0,38,0.0,110,B,Minor,67,78,85,2,0,33,5,Dua Lipa
Dandelions,1,2017,4,28,3423,21,1116995633.0,41,100,59.0,1,32.0,117,C#,Major,61,45,69,2,0,9,3,Ruth B.
Danger (Spider) (Offset & JID),2,2023,6,2,214,0,24975653.0,3,3,6.0,0,0.0,143,B,Major,83,25,69,4,0,23,12,Offset
Danger (Spider) (Offset & JID),2,2023,6,2,214,0,24975653.0,3,3,6.0,0,0.0,143,B,Major,83,25,69,4,0,23,12,JID
Danza Kuduro,2,2010,1,1,17138,37,1279434863.0,119,81,974.0,1,503.0,130,C#,Major,47,86,92,8,0,5,24,Don Omar
Danza Kuduro,2,2010,1,1,17138,37,1279434863.0,119,81,974.0,1,503.0,130,C#,Major,47,86,92,8,0,5,24,Lucenzo
Dark Red,1,2017,2,20,10431,7,920045682.0,71,53,181.0,0,10.0,172,F#,Major,60,77,78,45,0,12,6,Steve Lacy
Dawn FM,1,2022,1,7,811,0,53933526.0,1,8,6.0,0,0.0,78,A,Minor,27,10,49,62,0,49,5,The Weeknd
Daydreaming,1,2022,5,20,1900,1,187703102.0,15,1,23.0,0,0.0,114,E,Minor,71,90,81,31,2,13,3,Harry Styles
Daylight,1,2023,4,14,3528,98,387570742.0,80,156,182.0,24,2.0,130,D,Minor,51,32,43,83,0,9,3,David Kushner
Daylight,1,2022,5,20,2775,0,290833204.0,21,11,40.0,0,0.0,146,C#,Major,69,63,45,48,0,18,4,Harry Styles
Deck The Hall - Remastered 1999,1,1959,1,1,3299,0,127027715.0,65,39,41.0,0,0.0,107,F#,Minor,69,96,36,81,0,8,4,Nat King Cole
Demasiadas Mujeres,1,2020,10,8,2226,0,339473453.0,36,2,11.0,0,14.0,126,A,Minor,67,37,46,13,0,10,39,C. Tangana
Demons,1,2012,1,1,26694,13,1840364617.0,65,82,36.0,4,13.0,180,D#,Major,33,38,71,20,0,28,5,Imagine Dragons
Desesperados,2,2021,6,25,6821,34,809306935.0,83,58,128.0,7,0.0,90,C#,Minor,87,51,69,36,0,9,8,Chencho Corleone
Desesperados,2,2021,6,25,6821,34,809306935.0,83,58,128.0,7,0.0,90,C#,Minor,87,51,69,36,0,9,8,Rauw Alejandro
Despuï¿½ï¿½s de la P,1,2022,5,6,2229,0,461558540.0,27,44,24.0,0,5.0,78,F,Major,56,61,90,36,0,18,31,Bad Bunny
Devil Donï¿½ï¿½ï¿½,1,2023,3,3,166,0,32526947.0,2,10,0.0,0,0.0,125,C#,Major,53,32,66,38,0,9,3,Morgan Wallen
Di Que Si,2,2023,2,3,356,10,147290338.0,4,64,4.0,2,37.0,182,A,Major,57,80,59,8,0,6,5,Grupo Marca Registrada
Di Que Si,2,2023,2,3,356,10,147290338.0,4,64,4.0,2,37.0,182,A,Major,57,80,59,8,0,6,5,Grupo Frontera
Die For You,1,2022,11,4,1703,0,246390068.0,38,45,36.0,16,0.0,148,G#,Major,47,15,52,38,13,29,5,Joji
Die For You,1,2016,11,24,2483,59,1647990401.0,68,21,24.0,0,259.0,134,C#,Minor,59,51,52,9,0,15,7,The Weeknd
Die For You - Remix,2,2023,2,24,3408,47,518745108.0,87,86,74.0,1,16.0,67,C#,Minor,53,50,53,23,0,44,7,Ariana Grande
Die For You - Remix,2,2023,2,24,3408,47,518745108.0,87,86,74.0,1,16.0,67,C#,Minor,53,50,53,23,0,44,7,The Weeknd
Die Hard,3,2022,5,13,4627,0,237351106.0,38,13,32.0,0,0.0,101,C#,Minor,78,40,74,36,0,17,27,Kendrick Lamar
Die Hard,3,2022,5,13,4627,0,237351106.0,38,13,32.0,0,0.0,101,C#,Minor,78,40,74,36,0,17,27,Blxst
Die Hard,3,2022,5,13,4627,0,237351106.0,38,13,32.0,0,0.0,101,C#,Minor,78,40,74,36,0,17,27,Amanda Reifer
Die Young (feat. 347aidan),2,2022,5,25,896,0,160845341.0,19,0,15.0,0,0.0,77,B,Major,81,68,58,83,0,11,34,Sleepy hallow
Die Young (feat. 347aidan),2,2022,5,25,896,0,160845341.0,19,0,15.0,0,0.0,77,B,Major,81,68,58,83,0,11,34,347aidan
Dijeron Que No La Iba Lograr,2,2023,3,14,320,6,116334601.0,5,48,2.0,1,9.0,142,G,Minor,70,76,79,26,0,11,7,Fuerza Regida
Dijeron Que No La Iba Lograr,2,2023,3,14,320,6,116334601.0,5,48,2.0,1,9.0,142,G,Minor,70,76,79,26,0,11,7,Chino Pacas
Ditto,1,2022,12,19,1154,22,397582059.0,28,125,11.0,1,51.0,134,F#,Minor,81,18,64,3,0,10,11,NewJeans
Do I Wanna Know?,1,2013,1,1,33783,26,1788326445.0,133,92,36.0,1,26.0,85,F,Major,55,42,53,17,0,22,3,Arctic Monkeys
Do It To It,2,2021,8,20,12403,0,674772936.0,183,63,465.0,0,11.0,125,B,Minor,85,64,81,2,5,7,9,Cherish
Do It To It,2,2021,8,20,12403,0,674772936.0,183,63,465.0,0,11.0,125,B,Minor,85,64,81,2,5,7,9,ACRAZE
Do They Know It's Christmas? - 1984 Version,1,1984,11,25,14169,0,481697415.0,209,30,449.0,0,0.0,115,C#,Major,60,23,57,0,2,27,3,Band Aid
Do We Have A Problem?,2,2022,2,4,1064,0,81350745.0,42,1,26.0,0,0.0,120,C#,Minor,84,54,51,47,0,12,40,Nicki Minaj
Do We Have A Problem?,2,2022,2,4,1064,0,81350745.0,42,1,26.0,0,0.0,120,C#,Minor,84,54,51,47,0,12,40,Lil Baby
Doja,1,2022,7,20,4169,44,482257456.0,57,44,183.0,1,11.0,140,F#,Major,91,97,57,38,0,40,29,Central Cee
Don't Be Shy,2,2021,8,1,6026,0,566954746.0,171,51,187.0,1,21.0,120,B,Minor,77,51,79,20,0,26,6,Tiï¿½ï¿½sto
Don't Be Shy,2,2021,8,1,6026,0,566954746.0,171,51,187.0,1,21.0,120,B,Minor,77,51,79,20,0,26,6,Kar
Don't Start Now,1,2019,10,31,27119,0,2303033973.0,532,77,36.0,3,8.0,124,B,Minor,79,68,79,1,0,10,8,Dua Lipa
Don't You Worry,3,2022,6,16,2442,0,240918092.0,81,4,248.0,1,6.0,132,B,Major,82,49,88,20,0,21,3,David Guetta
Don't You Worry,3,2022,6,16,2442,0,240918092.0,81,4,248.0,1,6.0,132,B,Major,82,49,88,20,0,21,3,Shakira
Don't You Worry,3,2022,6,16,2442,0,240918092.0,81,4,248.0,1,6.0,132,B,Major,82,49,88,20,0,21,3,Black Eyed Peas
Don't ever say love me (feat. RM of BTS),2,2023,5,4,105,0,34502215.0,5,9,5.0,0,0.0,145,B,Minor,54,19,48,36,0,37,5,RM
Don't ever say love me (feat. RM of BTS),2,2023,5,4,105,0,34502215.0,5,9,5.0,0,0.0,145,B,Minor,54,19,48,36,0,37,5,Colde
Donï¿½ï¿½ï¿½t Bl,1,2017,11,8,4875,23,685032533.0,19,45,0.0,0,10.0,136,A,Minor,62,19,53,11,0,6,4,Taylor Swift
Donï¿½ï¿½ï¿½t Break My,1,2022,1,7,1184,0,63803529.0,1,5,6.0,0,0.0,122,A#,Major,77,25,62,34,0,23,3,The Weeknd
Dos Mil 16,1,2022,5,6,892,3,338422004.0,10,24,11.0,0,0.0,130,C#,Major,82,50,67,12,0,13,5,Bad Bunny
Dos Oruguitas,1,2021,11,19,925,0,167076418.0,24,47,74.0,0,0.0,94,C#,Major,42,47,36,76,0,9,5,Sebastian Yatra
Double Fantasy (with Future),2,2023,4,21,1169,0,96180277.0,36,65,28.0,0,0.0,119,A,Minor,60,10,57,1,0,50,3,The Weeknd
Double Fantasy (with Future),2,2023,4,21,1169,0,96180277.0,36,65,28.0,0,0.0,119,A,Minor,60,10,57,1,0,50,3,Future
Down Under (feat. Colin Hay),2,2021,11,19,3541,2,252871192.0,57,13,50.0,1,7.0,172,B,Minor,31,4,86,1,0,28,17,Luude
Down Under (feat. Colin Hay),2,2021,11,19,3541,2,252871192.0,57,13,50.0,1,7.0,172,B,Minor,31,4,86,1,0,28,17,Colin Hay
Dream On,1,1973,1,5,168,0,838586769.0,0,0,5.0,0,0.0,80,F,Minor,39,24,43,39,0,23,3,Aerosmith
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],3,2022,11,20,889,20,323358833.0,11,78,35.0,0,21.0,115,C#,Major,71,34,88,16,0,44,4,BTS
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],3,2022,11,20,889,20,323358833.0,11,78,35.0,0,21.0,115,C#,Major,71,34,88,16,0,44,4,Jung Kook
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],3,2022,11,20,889,20,323358833.0,11,78,35.0,0,21.0,115,C#,Major,71,34,88,16,0,44,4,FIFA Sound
Driving Home for Christmas - 2019 Remaster,1,1986,1,1,888,0,429504768.0,50,0,6.0,0,0.0,180,A,Major,51,87,58,36,0,18,4,Chris Rea
Dua Lipa,1,2022,5,6,1992,0,150500965.0,35,0,3.0,0,0.0,158,B,Major,83,41,65,0,10,11,8,Jack Harlow
Dynamite,1,2020,8,21,8528,5,1692897992.0,239,163,583.0,0,2.0,114,F#,Minor,75,74,77,1,0,9,10,BTS
ELEVEN,1,2021,12,1,521,1,247737946.0,17,89,11.0,0,0.0,120,A,Major,83,59,73,6,0,5,11,IVE
Easy On Me,1,2021,10,14,10195,20,1406111294.0,258,87,657.0,22,9.0,142,F,Major,60,13,37,58,0,13,3,Adele
Efecto,1,2022,5,6,4004,33,1047480053.0,34,65,43.0,6,2.0,98,G,Minor,80,23,48,14,0,6,5,Bad Bunny
El Apagï¿½,1,2022,5,6,1209,0,212351890.0,9,7,14.0,0,1.0,118,G#,Major,63,60,70,5,0,9,31,Bad Bunny
El Azul,2,2023,2,10,692,25,354495408.0,10,107,6.0,3,62.0,144,A,Minor,56,84,65,23,0,10,6,Junior H
El Azul,2,2023,2,10,692,25,354495408.0,10,107,6.0,3,62.0,144,A,Minor,56,84,65,23,0,10,6,Peso Pluma
El Cielo,3,2023,6,2,1298,38,107753850.0,44,64,57.0,10,110.0,106,A#,Minor,72,17,64,7,0,10,5,Feid
El Cielo,3,2023,6,2,1298,38,107753850.0,44,64,57.0,10,110.0,106,A#,Minor,72,17,64,7,0,10,5,Myke Towers
El Cielo,3,2023,6,2,1298,38,107753850.0,44,64,57.0,10,110.0,106,A#,Minor,72,17,64,7,0,10,5,Sky Rompiendo
El Gordo Trae El Mando,1,2023,1,27,539,21,255932395.0,7,71,4.0,2,13.0,140,G,Minor,74,96,80,18,0,5,5,Chino Pacas
El Merengue,2,2023,3,3,2114,44,223633238.0,80,75,110.0,11,323.0,124,G#,Minor,78,70,68,3,1,11,4,Marshmello
El Merengue,2,2023,3,3,2114,44,223633238.0,80,75,110.0,11,323.0,124,G#,Minor,78,70,68,3,1,11,4,Manuel Turizo
El Rescate,2,2022,7,22,527,4,287278853.0,10,43,3.0,1,0.0,99,G,Minor,79,64,59,28,0,11,14,Grupo Marca Registrada
El Rescate,2,2022,7,22,527,4,287278853.0,10,43,3.0,1,0.0,99,G,Minor,79,64,59,28,0,11,14,Junior H
Ella Baila Sola,2,2023,3,16,3090,50,725980112.0,34,222,43.0,13,418.0,148,F,Minor,67,83,76,48,0,8,3,Eslabon Armado
Ella Baila Sola,2,2023,3,16,3090,50,725980112.0,34,222,43.0,13,418.0,148,F,Minor,67,83,76,48,0,8,3,Peso Pluma
En El Radio Un Cochinero,1,2022,5,13,514,0,164856284.0,5,36,1.0,0,0.0,154,F#,Minor,70,97,62,47,0,10,4,Victor Cibrian
En La De Ella,3,2022,10,20,1320,0,133895612.0,29,26,17.0,0,0.0,97,C#,Major,82,67,77,8,0,12,5,Feid
En La De Ella,3,2022,10,20,1320,0,133895612.0,29,26,17.0,0,0.0,97,C#,Major,82,67,77,8,0,12,5,Sech
En La De Ella,3,2022,10,20,1320,0,133895612.0,29,26,17.0,0,0.0,97,C#,Major,82,67,77,8,0,12,5,Jhayco
En Paris,2,2022,12,24,406,5,198275403.0,3,31,2.0,1,0.0,139,D#,Minor,70,77,48,37,0,12,5,El Chachito
En Paris,2,2022,12,24,406,5,198275403.0,3,31,2.0,1,0.0,139,D#,Minor,70,77,48,37,0,12,5,Junior H
Enchanted,1,2010,1,1,4564,16,621660989.0,24,101,113.0,0,40.0,164,G#,Major,45,24,62,8,0,16,3,Taylor Swift
Enchanted (Taylor's Version),1,2023,7,7,148,24,39578178.0,32,93,8.0,2,5.0,82,G#,Major,51,22,53,1,0,15,3,Taylor Swift
Enemy (with JID) - from the series Arcane League of Legends,4,2021,9,3,6180,7,1223481149.0,122,88,580.0,21,10.0,77,B,Minor,72,59,76,24,0,42,28,Imagine Dragons
Enemy (with JID) - from the series Arcane League of Legends,4,2021,9,3,6180,7,1223481149.0,122,88,580.0,21,10.0,77,B,Minor,72,59,76,24,0,42,28,League of Legends
Enemy (with JID) - from the series Arcane League of Legends,4,2021,9,3,6180,7,1223481149.0,122,88,580.0,21,10.0,77,B,Minor,72,59,76,24,0,42,28,JID
Enemy (with JID) - from the series Arcane League of Legends,4,2021,9,3,6180,7,1223481149.0,122,88,580.0,21,10.0,77,B,Minor,72,59,76,24,0,42,28,Arcane
Enemy - from the series Arcane League of Legends,3,2021,10,27,824,0,1223481149.0,8,8,8.0,2,0.0,77,G,Major,73,54,74,23,0,41,23,Imagine Dragons
Enemy - from the series Arcane League of Legends,3,2021,10,27,824,0,1223481149.0,8,8,8.0,2,0.0,77,G,Major,73,54,74,23,0,41,23,League of Legends
Enemy - from the series Arcane League of Legends,3,2021,10,27,824,0,1223481149.0,8,8,8.0,2,0.0,77,G,Major,73,54,74,23,0,41,23,Arcane
Ensï¿½ï¿½ï¿½ï¿½ame ,1,2022,5,6,1112,3,279737940.0,7,25,12.0,0,0.0,105,G#,Major,81,77,79,19,0,47,8,Bad Bunny
Entre Nosotros (Remix) [con Nicki Nicole],4,2022,1,5,759,3,236940480.0,32,0,12.0,0,0.0,170,F,Minor,70,61,44,40,0,37,4,Lit Killah
Entre Nosotros (Remix) [con Nicki Nicole],4,2022,1,5,759,3,236940480.0,32,0,12.0,0,0.0,170,F,Minor,70,61,44,40,0,37,4,Maria Becerra
Entre Nosotros (Remix) [con Nicki Nicole],4,2022,1,5,759,3,236940480.0,32,0,12.0,0,0.0,170,F,Minor,70,61,44,40,0,37,4,Tiago pzk
Entre Nosotros (Remix) [con Nicki Nicole],4,2022,1,5,759,3,236940480.0,32,0,12.0,0,0.0,170,F,Minor,70,61,44,40,0,37,4,NICKI NICOLE
Envolver,1,2021,11,11,4673,2,546191065.0,123,113,180.0,1,4.0,92,E,Minor,81,40,73,15,0,9,8,Anitta
Erro Gostoso - Ao Vivo,1,2023,1,27,984,5,153454328.0,8,57,76.0,2,49.0,154,F#,Major,59,63,89,18,0,80,9,Simone Mendes
Es un Secreto,1,2010,7,20,492,36,540654286.0,4,3,19.0,0,0.0,95,F#,Minor,84,52,77,12,0,7,4,Plan B
Escapism.,2,2022,10,12,5129,25,532336353.0,116,84,114.0,18,348.0,96,D,Major,54,25,74,14,0,9,11,RAYE
Escapism.,2,2022,10,12,5129,25,532336353.0,116,84,114.0,18,348.0,96,D,Major,54,25,74,14,0,9,11,070 Shake
Escapism. - Sped Up,2,2022,11,25,1368,0,184308753.0,12,1,11.0,0,8.0,108,F#,Minor,44,38,77,9,0,9,20,RAYE
Escapism. - Sped Up,2,2022,11,25,1368,0,184308753.0,12,1,11.0,0,8.0,108,F#,Minor,44,38,77,9,0,9,20,070 Shake
Esqueï¿½ï¿½a-Me Se For C,2,2021,10,14,580,0,258316038.0,24,92,93.0,0,0.0,122,F#,Minor,80,62,69,28,0,13,7,Marï¿½ï¿½lia Mendonï¿½ï¿½a
Esqueï¿½ï¿½a-Me Se For C,2,2021,10,14,580,0,258316038.0,24,92,93.0,0,0.0,122,F#,Minor,80,62,69,28,0,13,7,Maiara &
Eu Gosto Assim - Ao Vivo,2,2022,9,16,1473,4,222612678.0,27,64,66.0,1,4.0,154,C#,Major,64,61,91,15,0,72,4,Gustavo Mioto
Eu Gosto Assim - Ao Vivo,2,2022,9,16,1473,4,222612678.0,27,64,66.0,1,4.0,154,C#,Major,64,61,91,15,0,72,4,Mari Fernandez
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,1,2022,4,8,2499,0,227918678.0,70,0,49.0,0,0.0,82,A,Major,70,31,34,60,1,11,4,Omar Apollo
Every Angel is Terrifying,1,2022,1,7,715,0,37307967.0,0,1,2.0,0,0.0,118,C#,Major,44,52,94,11,0,4,29,The Weeknd
Every Breath You Take - Remastered 2003,1,1983,1,6,22439,19,1593270737.0,211,74,929.0,0,129.0,117,C#,Major,82,73,45,54,0,7,3,The Police
Every Summertime,1,2021,8,10,1211,2,290228626.0,30,2,5.0,0,6.0,79,F#,Major,63,76,67,38,0,6,4,NIKI
Everybody Wants To Rule The World,1,1985,2,17,41751,25,1205951614.0,101,32,36.0,0,666.0,112,G,Major,64,54,81,36,0,11,6,Tears For Fears
Everything I Love,1,2023,1,31,579,0,95623148.0,11,54,0.0,0,103.0,104,G#,Major,56,72,85,0,0,15,3,Morgan Wallen
Evoque Prata,3,2022,9,9,852,0,174006928.0,14,1,50.0,0,0.0,87,G,Major,87,52,52,31,0,28,24,DJ Escobar
Evoque Prata,3,2022,9,9,852,0,174006928.0,14,1,50.0,0,0.0,87,G,Major,87,52,52,31,0,28,24,MC MENOR SG
Evoque Prata,3,2022,9,9,852,0,174006928.0,14,1,50.0,0,0.0,87,G,Major,87,52,52,31,0,28,24,MC MENOR HR
Excuses,3,2020,7,24,272,4,327498031.0,7,21,2.0,0,0.0,95,F,Minor,84,49,72,8,0,15,8,Intense
Excuses,3,2020,7,24,272,4,327498031.0,7,21,2.0,0,0.0,95,F,Minor,84,49,72,8,0,15,8,AP Dhillon
Excuses,3,2020,7,24,272,4,327498031.0,7,21,2.0,0,0.0,95,F,Minor,84,49,72,8,0,15,8,Gurinder Gill
Eyes Closed,1,2023,3,23,2915,30,195576623.0,116,69,107.0,3,675.0,107,D,Major,78,39,53,30,0,11,6,Ed Sheeran
F2F,1,2022,12,9,989,0,67540165.0,5,9,1.0,0,0.0,90,D,Major,53,47,74,9,0,34,4,SZA
FEARLESS,1,2022,5,2,629,0,229497852.0,18,75,9.0,0,0.0,104,G,Major,86,43,62,5,0,13,14,LE SSERAFIM
FLOWER,1,2023,3,31,839,18,232896922.0,20,110,20.0,0,69.0,124,A,Minor,84,64,39,3,0,11,4,JISOO
Fair Trade (with Travis Scott),2,2021,9,3,5403,6,593917618.0,118,116,96.0,0,3.0,168,C#,Major,67,29,47,5,0,22,26,Drake
Fair Trade (with Travis Scott),2,2021,9,3,5403,6,593917618.0,118,116,96.0,0,3.0,168,C#,Major,67,29,47,5,0,22,26,Travis Scott
Falling,1,2019,12,13,7556,0,1023187129.0,124,24,254.0,0,8.0,110,E,Major,57,6,27,84,0,9,3,Harry Styles
Far,1,2022,12,9,680,0,51641685.0,2,15,1.0,0,0.0,116,D,Major,61,48,55,67,0,16,8,SZA
Fast Car,1,2023,3,24,1446,12,157058870.0,57,97,35.0,0,429.0,98,G#,Major,71,67,60,19,0,12,3,Luke Combs
Father Time (feat. Sampha),2,2022,5,13,3107,0,127309180.0,4,0,22.0,0,0.0,153,A#,Minor,55,50,78,19,0,11,35,Kendrick Lamar
